region,0.05,0.2975,0.545,0.7925,1.04,1.2875,1.535,1.7825,2.03,2.2775,2.525,2.7725,3.0199999999999996,3.2674999999999996,3.5149999999999997,3.7624999999999997,4.01,4.257499999999999,4.505,4.7524999999999995,5.0
L.BSTS,0.03265866047100663,0.03265866047100663,0.03265866047100663,0.03265866047100663,0.03265866047100663,0.03265866047100663,0.03265866047100663,0.03265866047100663,0.03265866047100663,0.03265866047100663,0.03265866047100663,0.03265866047100663,0.03265866047100663,0.03265866047100663,0.03265866047100663,0.03265866047100663,0.03265866047100663,0.03265866047100663,0.03265866047100663,0.03265866047100663,0.03265866047100663
L.CACG,0.032810033350952575,0.032810033350952575,0.032810033350952575,0.032810033350952575,0.032810033350952575,0.032810033350952575,0.032810033350952575,0.032810033350952575,0.032810033350952575,0.032810033350952575,0.032810033350952575,0.032810033350952575,0.032810033350952575,0.032810033350952575,0.032810033350952575,0.032810033350952575,0.032810033350952575,0.032810033350952575,0.032810033350952575,0.032810033350952575,0.032810033350952575
L.CMFG,0.03428491547935198,0.03428491547935198,0.03428491547935198,0.03428491547935198,0.03428491547935198,0.03428491547935198,0.03428491547935198,0.03428491547935198,0.03428491547935198,0.03428491547935198,0.03428491547935198,0.03428491547935198,0.03428491547935198,0.03428491547935198,0.03428491547935198,0.03428491547935198,0.03428491547935198,0.03428491547935198,0.03428491547935198,0.03428491547935198,0.03428491547935198
L.CU,0.03328877723640553,0.03328877723640553,0.03328877723640553,0.03328877723640553,0.03328877723640553,0.03328877723640553,0.03328877723640553,0.03328877723640553,0.03328877723640553,0.03328877723640553,0.03328877723640553,0.03328877723640553,0.03328877723640553,0.03328877723640553,0.03328877723640553,0.03328877723640553,0.03328877723640553,0.03328877723640553,0.03328877723640553,0.03328877723640553,0.03328877723640553
L.EC,0.032329335981485345,0.032329335981485345,0.032329335981485345,0.032329335981485345,0.032329335981485345,0.032329335981485345,0.032329335981485345,0.032329335981485345,0.032329335981485345,0.032329335981485345,0.032329335981485345,0.032329335981485345,0.032329335981485345,0.032329335981485345,0.032329335981485345,0.032329335981485345,0.032329335981485345,0.032329335981485345,0.032329335981485345,0.032329335981485345,0.032329335981485345
L.FG,0.033606780781954476,0.033606780781954476,0.033606780781954476,0.033606780781954476,0.033606780781954476,0.033606780781954476,0.033606780781954476,0.033606780781954476,0.033606780781954476,0.033606780781954476,0.033606780781954476,0.033606780781954476,0.033606780781954476,0.033606780781954476,0.033606780781954476,0.033606780781954476,0.033606780781954476,0.033606780781954476,0.033606780781954476,0.033606780781954476,0.033606780781954476
L.IPG,0.0350271898972705,0.0350271898972705,0.0350271898972705,0.0350271898972705,0.0350271898972705,0.0350271898972705,0.0350271898972705,0.0350271898972705,0.0350271898972705,0.0350271898972705,0.0350271898972705,0.0350271898972705,0.0350271898972705,0.0350271898972705,0.0350271898972705,0.0350271898972705,0.0350271898972705,0.0350271898972705,0.0350271898972705,0.0350271898972705,0.0350271898972705
L.ITG,0.033466555039093064,0.033466555039093064,0.033466555039093064,0.033466555039093064,0.033466555039093064,0.033466555039093064,0.033466555039093064,0.033466555039093064,0.033466555039093064,0.033466555039093064,0.033466555039093064,0.033466555039093064,0.033466555039093064,0.033466555039093064,0.033466555039093064,0.033466555039093064,0.033466555039093064,0.033466555039093064,0.033466555039093064,0.033466555039093064,0.033466555039093064
L.ICG,0.03309128757346325,0.03309128757346325,0.03309128757346325,0.03309128757346325,0.03309128757346325,0.03309128757346325,0.03309128757346325,0.03309128757346325,0.03309128757346325,0.03309128757346325,0.03309128757346325,0.03309128757346325,0.03309128757346325,0.03309128757346325,0.03309128757346325,0.03309128757346325,0.03309128757346325,0.03309128757346325,0.03309128757346325,0.03309128757346325,0.03309128757346325
L.LOG,0.03433427472504232,0.03433427472504232,0.03433427472504232,0.03433427472504232,0.03433427472504232,0.03433427472504232,0.03433427472504232,0.03433427472504232,0.03433427472504232,0.03433427472504232,0.03433427472504232,0.03433427472504232,0.03433427472504232,0.03433427472504232,0.03433427472504232,0.03433427472504232,0.03433427472504232,0.03433427472504232,0.03433427472504232,0.03433427472504232,0.03433427472504232
